date,breed,group,popularity_rank,height_avg,weight_avg,lifeexp_avg,energy_level,trainability_level,shedding_level,demeanor_level,baseline_pop_index,popularity_index,monthly_registrations
2022-11-01,Bouvier des Flandres,Herding Group,84,64.77,40.82,11.0,4,3,3,3,56.54,49.0,22
2022-12-01,Bouvier des Flandres,Herding Group,84,64.77,40.82,11.0,4,3,3,3,56.54,51.34,23
2023-01-01,Bouvier des Flandres,Herding Group,84,64.77,40.82,11.0,4,3,3,3,56.54,54.42,31
2023-02-01,Bouvier des Flandres,Herding Group,84,64.77,40.82,11.0,4,3,3,3,56.54,56.92,30
2023-03-01,Bouvier des Flandres,Herding Group,84,64.77,40.82,11.0,4,3,3,3,56.54,60.97,21
2023-04-01,Bouvier des Flandres,Herding Group,84,64.77,40.82,11.0,4,3,3,3,56.54,64.21,18
2023-05-01,Bouvier des Flandres,Herding Group,84,64.77,40.82,11.0,4,3,3,3,56.54,65.7,31
2023-06-01,Bouvier des Flandres,Herding Group,84,64.77,40.82,11.0,4,3,3,3,56.54,63.5,30
2023-07-01,Bouvier des Flandres,Herding Group,84,64.77,40.82,11.0,4,3,3,3,56.54,60.52,25
2023-08-01,Bouvier des Flandres,Herding Group,84,64.77,40.82,11.0,4,3,3,3,56.54,55.84,22
2023-09-01,Bouvier des Flandres,Herding Group,84,64.77,40.82,11.0,4,3,3,3,56.54,52.65,17
2023-10-01,Bouvier des Flandres,Herding Group,84,64.77,40.82,11.0,4,3,3,3,56.54,51.93,12
2023-11-01,Bouvier des Flandres,Herding Group,84,64.77,40.82,11.0,4,3,3,3,56.54,50.26,28
2023-12-01,Bouvier des Flandres,Herding Group,84,64.77,40.82,11.0,4,3,3,3,56.54,51.73,25
2024-01-01,Bouvier des Flandres,Herding Group,84,64.77,40.82,11.0,4,3,3,3,56.54,55.21,26
2024-02-01,Bouvier des Flandres,Herding Group,84,64.77,40.82,11.0,4,3,3,3,56.54,57.88,28
2024-03-01,Bouvier des Flandres,Herding Group,84,64.77,40.82,11.0,4,3,3,3,56.54,61.84,26
2024-04-01,Bouvier des Flandres,Herding Group,84,64.77,40.82,11.0,4,3,3,3,56.54,65.78,27
2024-05-01,Bouvier des Flandres,Herding Group,84,64.77,40.82,11.0,4,3,3,3,56.54,67.22,34
2024-06-01,Bouvier des Flandres,Herding Group,84,64.77,40.82,11.0,4,3,3,3,56.54,63.98,26
2024-07-01,Bouvier des Flandres,Herding Group,84,64.77,40.82,11.0,4,3,3,3,56.54,60.78,28
2024-08-01,Bouvier des Flandres,Herding Group,84,64.77,40.82,11.0,4,3,3,3,56.54,55.19,29
2024-09-01,Bouvier des Flandres,Herding Group,84,64.77,40.82,11.0,4,3,3,3,56.54,50.17,26
2024-10-01,Bouvier des Flandres,Herding Group,84,64.77,40.82,11.0,4,3,3,3,56.54,46.87,21
2024-11-01,Bouvier des Flandres,Herding Group,84,64.77,40.82,11.0,4,3,3,3,56.54,48.85,31
2024-12-01,Bouvier des Flandres,Herding Group,84,64.77,40.82,11.0,4,3,3,3,56.54,48.97,18
2018-01-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,51
2018-02-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,61
2018-03-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,48
2018-04-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,45
2018-05-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,35
2018-06-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,47
2018-07-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,57
2018-08-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,43
2018-09-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,47
2018-10-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,51
2018-11-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,99.85,58
2018-12-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,99.63,50
2019-01-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,46
2019-02-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,33
2019-03-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,47
2019-04-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,54
2019-05-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,48
2019-06-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,37
2019-07-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,34
2019-08-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,61
2019-09-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,48
2019-10-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,98.55,50
2019-11-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,97.99,35
2019-12-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,99.8,53
2020-01-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,61
2020-02-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,40
2020-03-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,56
2020-04-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,54
2020-05-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,45
2020-06-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,54
2020-07-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,43
2020-08-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,46
2020-09-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,49
2020-10-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,99.16,45
2020-11-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,96.59,52
2020-12-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,98.74,39
2021-01-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,47
2021-02-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,38
2021-03-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,46
2021-04-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,47
2021-05-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,47
2021-06-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,45
2021-07-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,52
2021-08-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,54
2021-09-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,57
2021-10-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,98.37,37
2021-11-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,97.93,52
2021-12-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,99.69,47
2022-01-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,43
2022-02-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,43
2022-03-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,50
2022-04-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,53
2022-05-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,52
2022-06-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,43
2022-07-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,65
2022-08-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,69
2022-09-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,55
2022-10-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,99.6,46
2022-11-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,98.31,59
2022-12-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,98.43,63
2023-01-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,41
2023-02-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,43
2023-03-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,44
2023-04-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,44
2023-05-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,44
2023-06-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,49
2023-07-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,47
2023-08-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,46
2023-09-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,99.79,49
2023-10-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,96.61,46
2023-11-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,97.89,44
2023-12-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,98.46,45
2024-01-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,38
2024-02-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,51
2024-03-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,52
2024-04-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,55
2024-05-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,63
2024-06-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,60
2024-07-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,54
2024-08-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,49
2024-09-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,100.0,38
2024-10-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,96.22,41
2024-11-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,96.13,41
2024-12-01,Boxer,Working Group,11,59.05,21.55,11.0,4,4,3,5,94.76,97.57,42
2018-01-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,51.47,21
2018-02-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,56.82,21
2018-03-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,60.53,22
2018-04-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,63.38,35
2018-05-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,63.65,31
2018-06-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,63.75,39
2018-07-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,60.19,31
2018-08-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,55.38,24
2018-09-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,50.92,24
2018-10-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,47.95,18
2018-11-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,50.02,29
2018-12-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,51.11,33
2019-01-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,50.91,24
2019-02-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,54.77,28
2019-03-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,58.69,28
2019-04-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,63.02,25
2019-05-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,62.07,17
2019-06-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,61.64,36
2019-07-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,59.57,31
2019-08-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,55.67,22
2019-09-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,50.85,28
2019-10-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,46.95,30
2019-11-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,47.83,14
2019-12-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,49.79,18
2020-01-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,52.07,22
2020-02-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,55.25,18
2020-03-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,59.89,29
2020-04-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,61.63,28
2020-05-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,62.48,24
2020-06-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,63.53,20
2020-07-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,60.49,23
2020-08-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,54.59,26
2020-09-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,51.97,24
2020-10-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,49.22,29
2020-11-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,47.85,30
2020-12-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,51.18,23
2021-01-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,55.17,32
2021-02-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,57.94,21
2021-03-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,60.42,23
2021-04-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,62.21,29
2021-05-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,63.88,31
2021-06-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,62.35,38
2021-07-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,60.13,28
2021-08-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,54.9,24
2021-09-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,50.62,30
2021-10-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,48.17,26
2021-11-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,47.69,26
2021-12-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,50.58,16
2022-01-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,55.82,29
2022-02-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,58.3,25
2022-03-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,61.84,29
2022-04-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,64.41,28
2022-05-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,64.28,34
2022-06-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,62.54,27
2022-07-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,59.28,22
2022-08-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,54.15,21
2022-09-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,51.4,24
2022-10-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,50.03,27
2022-11-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,49.2,19
2022-12-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,49.83,28
2023-01-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,53.93,25
2023-02-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,57.57,28
2023-03-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,62.06,39
2023-04-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,65.32,29
2023-05-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,66.75,35
2023-06-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,63.54,25
2023-07-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,60.65,28
2023-08-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,55.63,34
2023-09-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,53.05,26
2023-10-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,50.53,29
2023-11-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,49.59,24
2023-12-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,51.61,16
2024-01-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,54.03,19
2024-02-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,57.0,24
2024-03-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,62.55,32
2024-04-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,64.28,25
2024-05-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,64.15,25
2024-06-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,61.5,24
2024-07-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,58.65,32
2024-08-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,55.02,23
2024-09-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,50.93,20
2024-10-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,48.51,28
2024-11-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,48.53,25
2024-12-01,Boykin Spaniel,Sporting Group,100,40.64,14.74,12.5,3,5,3,3,48.17,48.77,31
2018-01-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,46.57,28
2018-02-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,49.0,24
2018-03-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,52.34,27
2018-04-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,57.63,33
2018-05-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,57.27,34
2018-06-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,56.11,30
2018-07-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,52.86,30
2018-08-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,47.75,19
2018-09-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,45.35,22
2018-10-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,42.31,21
2018-11-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,39.55,11
2018-12-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,40.84,19
2019-01-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,43.05,19
2019-02-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,45.69,29
2019-03-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,50.57,20
2019-04-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,53.7,13
2019-05-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,54.91,23
2019-06-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,53.8,33
2019-07-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,50.99,16
2019-08-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,47.66,23
2019-09-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,44.12,16
2019-10-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,41.56,13
2019-11-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,43.2,18
2019-12-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,43.53,15
2020-01-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,46.22,20
2020-02-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,50.18,28
2020-03-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,53.11,27
2020-04-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,56.67,31
2020-05-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,56.03,34
2020-06-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,56.19,19
2020-07-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,51.4,27
2020-08-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,46.42,25
2020-09-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,42.71,18
2020-10-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,40.79,21
2020-11-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,40.08,18
2020-12-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,42.44,20
2021-01-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,45.9,23
2021-02-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,49.42,24
2021-03-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,53.3,16
2021-04-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,54.9,29
2021-05-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,56.31,25
2021-06-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,53.81,24
2021-07-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,50.87,19
2021-08-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,48.08,17
2021-09-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,45.54,23
2021-10-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,43.18,18
2021-11-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,42.64,23
2021-12-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,44.17,24
2022-01-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,46.44,22
2022-02-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,49.78,15
2022-03-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,53.96,19
2022-04-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,55.34,29
2022-05-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,55.71,32
2022-06-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,54.79,32
2022-07-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,53.38,27
2022-08-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,50.53,25
2022-09-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,45.01,27
2022-10-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,43.9,15
2022-11-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,43.38,18
2022-12-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,44.2,22
2023-01-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,47.78,21
2023-02-01,Bracco Italiano,Miscellaneous Class,96,60.96,32.89,12.0,4,4,3,3,50.26,50.34,12
