date,breed,group,region,height_avg,weight_avg,lifeexp_avg,energy_level,trainability_level,shedding_level,family_friendliness,popularity_index,monthly_registrations,google_search_index,vet_incidents_per_1k,adoption_rate,complaints_per_1k
2018-03-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,92.94,40,100.0,4.9,0.98,4.72
2018-04-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,96.1,49,100.0,4.15,0.98,5.14
2018-05-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,97.22,36,100.0,3.71,0.98,5.18
2018-06-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,95.65,47,100.0,4.28,0.98,6.01
2018-07-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,92.72,36,95.38,3.55,0.98,4.44
2018-08-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,88.29,40,93.27,3.76,0.98,2.92
2018-09-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,84.34,56,89.1,4.07,0.98,4.91
2018-10-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,81.61,34,86.63,4.72,0.98,3.03
2018-11-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,80.94,29,86.13,3.9,0.98,5.53
2018-12-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,82.71,39,84.19,3.72,0.98,5.95
2019-01-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,84.1,36,88.4,4.7,0.98,6.35
2019-02-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,88.41,40,91.88,3.83,0.98,4.65
2019-03-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,92.79,38,97.05,3.6,0.98,5.25
2019-04-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,96.0,45,99.67,4.2,0.98,3.44
2019-05-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,96.86,43,100.0,4.77,0.98,4.74
2019-06-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,95.49,38,97.36,4.89,0.98,4.53
2019-07-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,91.98,37,92.63,4.19,0.98,4.72
2019-08-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,87.77,43,91.3,4.53,0.98,4.73
2019-09-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,83.62,24,87.58,4.47,0.98,3.81
2019-10-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,80.86,41,84.2,4.6,0.98,4.97
2019-11-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,80.1,44,83.48,4.56,0.98,4.31
2019-12-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,81.63,46,84.27,4.6,0.98,4.35
2020-01-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,83.02,58,84.86,4.2,0.98,6.81
2020-02-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,87.57,32,93.83,3.75,0.98,5.35
2020-03-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,91.85,36,99.0,4.02,0.98,4.42
2020-04-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,95.0,51,100.0,4.49,0.98,4.1
2020-05-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,95.92,43,100.0,5.88,0.98,4.16
2020-06-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,94.64,43,97.84,5.51,0.98,5.21
2020-07-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,91.54,41,94.13,3.58,0.98,4.52
2020-08-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,87.3,37,89.6,4.11,0.98,3.51
2020-09-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,83.27,46,88.57,3.66,0.98,2.68
2020-10-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,80.49,27,85.16,4.16,0.98,4.83
2020-11-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,79.96,34,82.31,4.31,0.98,4.87
2020-12-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,81.45,28,84.71,4.49,0.98,4.54
2021-01-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,83.01,31,89.32,2.08,0.98,3.75
2021-02-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,87.97,32,91.02,3.45,0.98,3.75
2021-03-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,92.49,59,98.28,2.76,0.98,5.02
2021-04-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,95.62,35,99.27,4.57,0.98,4.46
2021-05-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,96.57,37,98.66,5.14,0.98,5.26
2021-06-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,95.16,50,100.0,3.24,0.98,3.22
2021-07-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,92.0,47,96.97,4.32,0.98,5.24
2021-08-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,87.43,39,92.89,4.25,0.98,4.57
2021-09-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,83.43,46,88.21,4.8,0.98,4.26
2021-10-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,80.64,33,85.34,3.74,0.98,4.88
2021-11-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,80.08,28,85.47,4.69,0.98,4.36
2021-12-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,81.62,35,87.08,5.02,0.98,3.91
2022-01-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,83.23,37,86.59,4.6,0.98,4.32
2022-02-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,87.73,34,91.59,5.24,0.98,3.42
2022-03-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,92.08,55,96.11,5.78,0.98,5.47
2022-04-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,95.25,41,99.75,3.91,0.98,4.43
2022-05-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,96.28,44,100.0,5.38,0.98,5.1
2022-06-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,94.85,54,98.52,3.88,0.98,6.14
2022-07-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,91.81,41,97.09,2.57,0.98,4.07
2022-08-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,87.71,40,92.31,3.5,0.98,5.39
2022-09-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,83.54,34,90.68,3.68,0.98,4.46
2022-10-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,80.96,26,84.3,5.03,0.98,0.97
2022-11-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,80.52,52,84.98,4.85,0.98,4.19
2022-12-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,82.09,37,86.12,4.1,0.98,4.36
2023-01-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,83.5,46,87.36,4.09,0.98,4.81
2023-02-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,87.96,33,91.31,4.76,0.98,4.4
2023-03-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,92.24,39,100.0,4.38,0.98,4.13
2023-04-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,95.39,47,99.48,4.1,0.98,3.25
2023-05-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,96.07,30,100.0,5.99,0.98,4.86
2023-06-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,94.69,38,98.74,3.88,0.98,3.46
2023-07-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,91.43,37,93.75,3.36,0.98,2.88
2023-08-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,87.22,36,89.48,4.68,0.98,5.6
2023-09-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,83.24,41,86.08,4.54,0.98,4.36
2023-10-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,80.49,39,87.98,3.51,0.98,5.79
2023-11-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,79.96,35,85.55,4.1,0.98,4.26
2023-12-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,81.37,33,86.1,4.86,0.98,3.72
2024-01-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,82.73,50,89.39,3.4,0.98,4.33
2024-02-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,87.24,37,93.28,4.8,0.98,3.9
2024-03-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,91.42,45,96.98,4.62,0.98,3.0
2024-04-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,94.46,38,99.45,4.63,0.98,5.83
2024-05-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,95.25,46,100.0,3.97,0.98,3.22
2024-06-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,93.78,34,98.79,4.62,0.98,6.38
2024-07-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,90.51,37,92.02,4.18,0.98,4.58
2024-08-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,86.3,39,90.76,3.3,0.98,3.74
2024-09-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,82.25,37,86.99,3.1,0.98,4.42
2024-10-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,79.42,28,83.88,6.14,0.98,5.15
2024-11-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,78.95,30,84.27,4.33,0.98,4.79
2024-12-01,Cocker Spaniel,Sporting Group,Noreste,36.83,11.34,12.0,3,5,3,5,80.65,28,85.25,4.65,0.98,4.9
2018-01-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,73.67,23,78.1,6.38,0.957,2.59
2018-02-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,78.09,34,81.43,6.51,0.98,5.31
2018-03-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,82.74,25,87.06,6.43,0.978,4.91
2018-04-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,85.76,35,88.21,5.19,0.98,3.33
2018-05-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,86.79,35,89.31,5.71,0.98,3.49
2018-06-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,85.46,51,88.63,6.94,0.98,6.73
2018-07-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,82.4,39,89.41,6.42,0.98,3.34
2018-08-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,77.9,29,83.92,5.87,0.974,3.61
2018-09-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,73.89,28,77.94,5.33,0.958,1.98
2018-10-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,71.39,30,76.51,7.41,0.944,5.26
2018-11-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,70.78,39,74.42,7.01,0.926,5.29
2018-12-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,72.44,26,79.0,7.26,0.945,3.07
2019-01-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,74.01,43,76.88,7.61,0.962,5.45
2019-02-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,78.45,35,85.24,6.1,0.98,5.37
2019-03-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,83.07,35,89.38,6.93,0.979,3.77
2019-04-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,86.23,33,91.7,5.78,0.98,4.57
2019-05-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,87.01,51,89.87,6.83,0.98,2.72
2019-06-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,85.71,29,89.72,7.65,0.978,3.39
2019-07-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,82.47,29,86.38,5.17,0.98,2.96
2019-08-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,78.26,22,83.72,5.92,0.973,4.04
2019-09-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,74.11,31,77.61,4.61,0.939,2.93
2019-10-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,71.43,24,75.2,6.7,0.933,4.2
2019-11-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,70.71,21,74.46,7.45,0.944,2.89
2019-12-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,72.23,30,78.47,5.67,0.915,5.5
2020-01-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,73.7,24,74.12,5.61,0.944,5.84
2020-02-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,78.39,40,82.24,6.19,0.965,3.7
2020-03-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,82.67,29,84.41,6.79,0.98,4.82
2020-04-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,85.68,35,92.01,6.39,0.98,2.84
2020-05-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,86.59,47,91.24,6.02,0.98,5.46
2020-06-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,85.09,38,93.46,7.45,0.98,5.41
2020-07-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,81.91,34,84.9,6.21,0.969,5.12
2020-08-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,77.69,43,80.0,7.14,0.98,5.83
2020-09-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,73.81,33,75.91,5.75,0.969,4.04
2020-10-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,71.18,29,73.94,5.97,0.944,4.93
2020-11-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,70.5,30,73.41,6.49,0.934,4.59
2020-12-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,71.89,28,76.8,6.66,0.928,2.97
2021-01-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,73.19,41,76.61,5.82,0.936,4.26
2021-02-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,77.64,24,77.11,6.38,0.98,2.61
2021-03-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,81.97,37,85.21,5.53,0.98,5.9
2021-04-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,85.03,49,90.84,6.24,0.976,4.08
2021-05-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,86.2,41,92.28,6.75,0.978,3.96
2021-06-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,85.03,33,88.22,6.5,0.98,4.55
2021-07-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,81.57,30,86.45,6.12,0.98,6.0
2021-08-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,77.3,34,82.27,7.2,0.973,3.34
2021-09-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,73.3,32,77.46,5.84,0.955,5.28
2021-10-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,70.44,27,74.63,6.36,0.923,5.71
2021-11-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,69.85,30,74.38,5.28,0.911,5.07
2021-12-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,71.76,25,74.89,6.58,0.944,4.86
2022-01-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,73.24,34,76.33,6.2,0.948,3.82
2022-02-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,77.7,23,82.13,5.3,0.978,4.95
2022-03-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,82.16,35,82.97,7.04,0.98,5.07
2022-04-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,85.11,27,86.51,7.54,0.98,4.9
2022-05-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,86.12,38,91.16,5.29,0.98,2.58
2022-06-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,84.7,33,90.74,6.6,0.98,4.6
2022-07-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,81.37,41,85.48,6.57,0.98,4.27
2022-08-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,77.36,38,80.49,5.16,0.98,3.23
2022-09-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,73.55,42,76.88,7.17,0.946,7.4
2022-10-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,70.94,29,73.85,6.49,0.926,5.08
2022-11-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,70.29,34,78.23,5.93,0.931,5.82
2022-12-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,71.99,26,74.55,6.47,0.938,4.37
2023-01-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,73.32,26,78.52,5.36,0.936,3.84
2023-02-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,77.74,32,82.0,6.51,0.949,4.29
2023-03-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,82.08,28,84.02,6.73,0.976,5.03
2023-04-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,85.2,35,90.44,6.47,0.98,4.11
2023-05-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,86.25,37,89.52,5.56,0.98,3.99
2023-06-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,84.86,41,87.73,5.77,0.98,4.73
2023-07-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,81.45,39,87.85,7.4,0.98,4.7
2023-08-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,77.34,38,80.13,7.34,0.973,4.48
2023-09-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,73.38,35,74.51,6.12,0.958,4.33
2023-10-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,70.63,33,72.58,5.96,0.929,4.72
2023-11-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,69.84,18,72.96,6.27,0.916,5.88
2023-12-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,71.64,28,73.36,7.38,0.926,4.87
2024-01-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,72.87,33,77.17,5.12,0.961,2.48
2024-02-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,77.55,43,80.88,4.76,0.976,3.7
2024-03-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,81.86,34,83.59,6.11,0.98,2.83
2024-04-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,84.95,48,91.45,7.91,0.98,2.02
2024-05-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,85.84,35,87.11,7.79,0.98,3.89
2024-06-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,84.64,28,89.14,6.49,0.98,2.98
2024-07-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,81.46,32,86.05,5.17,0.98,3.29
2024-08-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,77.01,40,79.62,6.64,0.951,5.63
2024-09-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,73.13,18,76.98,8.02,0.963,4.1
2024-10-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,70.51,24,74.32,5.89,0.95,3.86
2024-11-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,69.89,28,70.17,5.98,0.891,4.78
2024-12-01,Collie,Herding Group,Noreste,60.96,28.35,13.0,3,4,3,4,71.33,37,76.34,7.71,0.92,3.83
2018-01-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,60.63,25,65.24,5.24,0.813,4.62
2018-02-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,65.28,28,70.47,5.51,0.897,4.91
2018-03-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,69.68,34,74.65,4.8,0.924,5.21
2018-04-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,72.91,37,76.3,5.41,0.958,5.93
2018-05-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,73.84,34,80.97,4.36,0.98,4.93
2018-06-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,72.41,29,79.35,5.68,0.972,2.98
2018-07-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,69.35,35,72.43,4.85,0.939,4.0
2018-08-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,65.32,28,69.6,4.89,0.892,4.68
2018-09-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,61.03,33,65.49,4.87,0.812,5.24
2018-10-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,58.16,23,63.55,4.45,0.747,6.18
2018-11-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,57.4,28,60.44,4.94,0.719,4.77
2018-12-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,59.13,24,64.05,4.93,0.765,6.29
2019-01-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,60.64,21,67.57,3.91,0.8,5.61
2019-02-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,64.92,33,68.87,4.01,0.883,7.17
2019-03-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,69.37,34,74.83,3.87,0.96,4.3
2019-04-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,72.63,42,74.64,6.2,0.96,3.07
2019-05-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,73.62,27,78.99,5.57,0.978,3.99
2019-06-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,72.66,35,76.77,4.74,0.963,5.59
2019-07-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,69.55,29,74.31,4.02,0.935,4.71
2019-08-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,65.44,32,71.67,5.17,0.876,4.44
2019-09-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,61.33,35,64.02,4.89,0.837,6.49
2019-10-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,58.74,25,63.78,5.63,0.763,3.51
2019-11-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,58.14,26,63.77,4.1,0.728,6.63
2019-12-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,59.92,24,65.03,4.79,0.784,6.47
2020-01-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,61.4,17,67.21,4.68,0.835,4.63
2020-02-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,66.12,22,71.03,4.61,0.902,3.24
2020-03-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,70.49,35,74.13,3.95,0.942,5.27
2020-04-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,73.48,27,76.4,4.74,0.98,5.82
2020-05-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,74.69,35,80.65,4.07,0.978,5.12
2020-06-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,73.4,39,77.07,4.09,0.972,4.15
2020-07-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,70.18,30,76.07,5.49,0.966,3.52
2020-08-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,65.92,34,69.75,2.84,0.897,4.38
2020-09-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,62.0,27,65.88,4.61,0.838,5.96
2020-10-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,59.44,24,65.0,4.88,0.795,6.49
2020-11-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,58.89,19,63.77,4.7,0.769,3.74
2020-12-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,60.5,29,68.15,4.93,0.791,7.55
2021-01-01,Coton de Tulear,Non-Sporting Group,Centro,25.4,5.22,17.0,3,4,3,5,62.13,22,68.28,2.58,0.841,3.39
